Title,Address,Halal,Muslim Owned,Food Court,Mixed Food Court,Type of Food,Latitude,Longitude,Ratings,Review
Nurain's Malay Food @ Bedok North Street 3,"539 Bedok North St 3, Singapore 460539 #01-593",No,Yes,No,Yes,"Beef, Asian, Chicken, Lamb, Seafood, BBQ, Malay",1.331313866,103.9253073,4.3,6.0
Hassbawa Mee Stall @ Marine Parade Central,"Blk 84 Marine Parade Central, Singapore 440084 #01-150",No,Yes,No,Yes,"BBQ, Seafood, Chicken, Lamb, Indian",1.3022853,103.9062887,4.8,12.0
Suzana Muslim Food @ Albert Centre,"270 Queen Street,  Albert Centre Market & Food Centre, Singapore 180270 #01-126",No,Yes,No,Yes,"BBQ, Seafood, Singaporean, Chicken, Asian, Malay, Vegetarian, Indonesian, Beef",1.301001496,103.8542117,3.6,23.0
West Coast BBQ Seafood,"503 West Coast Drive, Singapore 120503 #01-24",Yes,No,No,Yes,"BBQ, Seafood, Asian, Chicken, Beef",1.311803089,103.7597514,4.6,14.0
Riverside Indonesian BBQ @ Plaza Singapura (Kopitiam),"68 Orchard Road, Singapore 238839 #06-15/17",No,Yes,No,Yes,"BBQ, Malay, Singaporean, Indonesian, Chicken, Asian",1.30083413,103.8450727,4.3,107.0
KDS Indian Muslim Food,"630 Yishun Street 61, Singapore 760630",No,Yes,No,Yes,"Indian, Vegetarian, Lamb, Asian, Chicken",1.418019133,103.8377843,4.1,33.0
Al-Rahman Muslim Food @ Haig Road,"14 Haig Road, Singapore 430014 #01-25",No,Yes,No,Yes,"Indian, Lamb, Chicken, Asian",1.31514205,103.8956095,4.7,9.0
International Muslim Food Stall Nasi Lemak,"2 Changi Village Road, Singapore 500002 #01-03",No,Yes,No,Yes,"BBQ, Malay, Chicken, Asian",1.389151649,103.9882452,3.9,293.0
Noordima Malay Food Stall,"Blk 11 Telok Blangah Crescent, Telok Blangah Crescent Market And Food Centre, Singapore 090011 #01-78",No,Yes,No,Yes,"Lamb, Vegetarian, Malay, Indian, Beef, Indonesian, Chicken, Asian",1.2773682,103.8186516,4.5,4.0
Salbiah Malay Stall,"37a Teban Gardens Road, Singapore 600037 #01-05",Yes,No,No,Yes,"Singaporean, Seafood, Lamb, Vegetarian, Malay, Beef, Chicken, Indonesian, Asian",1.320831093,103.7427481,4.0,4.0
Haji Ali Cooked Food,"105 Yishun Ring Road, Chong Pang Market Food Centre, Singapore 760105 #01-171",No,Yes,No,Yes,"Singaporean, Malay, Asian, Chicken, Beef, Lamb, Indonesian",1.431718367,103.8281143,3.3,4.0
Yang's Epok Epok,"1 Bedok Road, Bedok Food Center (Bedok Corner), Singapore 469572",No,Yes,No,Yes,"Chicken, Beef, Malay",1.3203472,103.9554806,4.0,57.0
Takara Grilled Seafood @ Newton Circus Food Centre,"500 Clemenceau Avenue North, Newton Circus Food Centre, Singapore 229495 #01-23",Yes,No,No,Yes,"BBQ, Seafood, Chicken, Asian, Chinese",1.3119156,103.8395698,3.4,15.0
Rahim Muslim Food @ 453A Ang Mo Kio Avenue 10,"453a Ang Mo Kio Avenue 10, Singapore 561453 #01-01",No,Yes,No,Yes,"Indonesian, Malay, Asian, Beef, Lamb, Mee Rebus",1.368247789,103.8563616,4.2,403.0
Desa Rancapanggung @ 739 Bedok Reservoir Road,"739 Bedok Reservoir Road, Singapore 470739",No,Yes,No,Yes,"Vegetarian, Lamb, Seafood, Malay, Indian, Beef, Chicken, Indonesian, BBQ",1.337886637,103.9226484,4.2,88.0
Inspirasi @ Bedok Interchange Hawker Centre,"208b New Upper Changi Road, Bedok Interchange Hawker Centre, Singapore 462208 #01-64",No,Yes,No,Yes,"BBQ, Singaporean, Seafood, Lamb, Vegetarian, Malay, Beef, Indonesian, Chicken, Asian, Mee Rebus",1.324818166,103.9305443,4.4,171.0
Masakan Anak Bujang @ Bedok Corner,"1 Bedok Road, Bedok Food Center (Bedok Corner), Singapore 469572",No,Yes,No,Yes,"Lamb, Beef, Chicken, Asian, Malay",1.3203472,103.9554806,4.4,49.0
Aziz & Family Malay Food,"11 Telok Blangah Crescent, Singapore 090011 #01-96",No,Yes,No,Yes,"Malay, Seafood, Singaporean, Asian, Chicken, Indonesian",1.277368132,103.8186515,5.0,3.0
NM Hussain Mee Goreng Stall,"11 Telok Blangah Crescent, Singapore 090011 #01-87",No,Yes,No,Yes,"Indian, Lamb, Chicken, Singaporean, Seafood",1.277368132,103.8186515,4.7,19.0
Mahan Nasi Padang,"450 Clementi Avenue 3, Vari Nice Eating House, Singapore 120450 #01-305",No,Yes,No,Yes,"Asian, Malay, BBQ, Lamb, Beef, Chicken, Vegetarian, Singaporean, Seafood, Opens 24 Hours",1.3135389,103.7654764,3.9,74.0
Istimewa Kitchen,"3014 Bedok Industrial Park E, Singapore 489980",No,Yes,No,Yes,"Singaporean, Asian, Malay, Indonesian, Seafood, Beef, Lamb, Vegetarian, BBQ",1.335703075,103.9500779,4.6,286.0
Nasi Lemak Ayam Taliwang @ Ci Yuan Hawker Centre,"51 Hougang Ave 9, Ci Yuan Hawker Centre, Singapore, 530917 #01-40",No,Yes,No,Yes,"Singaporean, Asian, Malay, BBQ, Chicken",1.375429016,103.882978,4.3,233.0
Nasi Lemak Ayam Taliwang @ Yishun Park Hawker Centre,"51 Yishun Ave 11, Yishun Park Hawker Centre, Singapore 768867 #01-33",No,Yes,No,Yes,"Singaporean, Asian, Malay, BBQ, Chicken",1.424987863,103.8447475,4.3,364.0
Sinar Pagi Nasi Padang @ Geylang Serai,"1 Geylang Serai, Geylang Serai Market & Food Centre, Singapore 402001 #02-137",No,Yes,Yes,No,"Seafood, Singaporean, Asian, Malay, Indonesian, BBQ, Beef, Lamb",1.316678856,103.8981027,3.8,187.0
Kacang Pool Mustafa,"1 Geylang Serai, Geylang Serai Market & Food Centre, Singapore 402001 #02-118",No,Yes,Yes,No,"Singaporean, Asian, Malay",1.316678856,103.8981027,4.4,15.0
Ali's Corner,"1 Geylang Serai, Geylang Serai Market & Food Centre, Singapore 402001 #02-159",No,Yes,Yes,No,"Singaporean, Chicken, Malay, BBQ, Beef, Lamb, Vegetarian, Seafood",1.316678856,103.8981027,2.5,17.0
G.S.Oli Thosei & Food Stall,"1 Geylang Serai, Geylang Serai Market & Food Centre, Singapore 402001 #02-138",No,Yes,Yes,No,"Singaporean, Asian, Indian, Vegetarian, Lamb",1.316678856,103.8981027,4.3,7.0
Geylang Serai Nasi Ayam Bubur Ayam,"1 Geylang Serai, Geylang Serai Market And Food Centre, Singapore 402001 #02-131",No,No,Yes,No,"BBQ, Chicken, Singaporean, Malay, Asian",1.316678856,103.8981027,4.7,11.0
Gerai Nenek Obek @ Geylang Serai,"1 Geylang Serai, Geylang Serai Market And Food Centre Singapore 402001 #02-136",No,Yes,Yes,No,"Beef, Lamb, BBQ, Fusion, Chicken, Singaporean, Seafood, Asian",1.316678856,103.8981027,3.8,40.0
Ar-Rina Nasi Padang,"155 Bukit Batok Street 11, Singapore 650155",No,Yes,No,Yes,"Lamb, Beef, BBQ, Indonesian, Vegetarian, Singaporean, Chicken, Seafood, Malay, Asian",1.34791303,103.7434954,4.4,7.0
Impian Wahyu @ Crawford Lane,"462 Crawford Ln, Singapore 190462",No,Yes,No,Yes,"Indonesian, Malay, BBQ, Lamb, Beef, Chicken, Vegetarian, Asian",1.3045862,103.8608408,4.5,309.0
Warong Java @ Bedok North Street 3,"Blk 539 Bedok North Street 3, Singapore 460539 #01-619",No,Yes,No,Yes,"Beef, Lamb, Indonesian, Malay, Chicken, Seafood, Singaporean, Asian, Vegetarian",1.3313139,103.9253073,4.3,547.0
Sri Farindah Muslim Food,"21 Woodlands Cl, Primz Bizhub, Singapore 737854",No,Yes,No,Yes,"Chicken, Singaporean, Asian, Malay, Beef, Lamb, Vegetarian",1.435023662,103.8047605,4.0,4.0
Nur Fah Muslim Corner,"1036 Sembawang Road, Singapore 758504",No,Yes,No,Yes,"Malay, Chicken, Singaporean, Asian, Beef, Lamb, Indonesian, Vegetarian",1.453615933,103.8328638,4.2,210.0
Nurul Sakinah Malay Food,"11 Clover Way, Singapore 579082",No,Yes,No,Yes,"Chicken, Malay, Beef, Lamb, Singaporean, Vegetarian",1.350101345,103.8431891,4.5,157.0
Nasi Padang by NL Delights @ Rivervale Crescent,"182a Rivervale Crescent, Singapore 541182",Yes,No,No,Yes,"Malay, Seafood, Asian, Chicken, Lamb, Beef, Vegetarian",1.390452729,103.9088923,4.1,434.0
Hajjah Ratna Nasi Padang @ Beach Road,"1 Beach Rd, Singapore 190001",No,Yes,No,Yes,"Seafood, Chicken, Asian, Malay, Beef, Lamb, Vegetarian",1.303671351,103.8644787,3.9,10.0
Kayat Nasi Padang @ Tampines Round Market & Food Centre,"137 Tampines Street 11, Tampines Round Market And Food Centre, Singapore 521137 #01-37",No,Yes,No,Yes,"Seafood, Singaporean, Chicken, Malay, Beef, Lamb, Indonesian, Lontong",1.345373474,103.9446294,2.6,16.0
Maimon Nasi Padang @ Serangoon Garden Market,"49a Serangoon Garden Way, Serangoon Garden Market, Singapore 555945 #01-29",No,Yes,No,Yes,"BBQ, Seafood, Singaporean, Lamb, Vegetarian, Malay, Beef, Indonesian",1.363085011,103.8667249,4.6,39.0
Che' Rose Nasi Padang,"128 Lor 1 Toa Payoh, Singapore 310128",No,Yes,No,Yes,"Beef, Malay, Vegetarian, Lamb, Chicken, Seafood, Singaporean, Asian",1.337812954,103.8443319,3.8,187.0
Istimewa Nasi Padang,"28 Hoy Fatt Rd, Singapore 151028",No,Yes,No,Yes,"Malay, Vegetarian, Beef, Lamb, Indonesian, Chicken, BBQ, Seafood",1.286756544,103.8101217,4.0,428.0
Otak-otak Kampung @ Geylang Serai,"1 Geylang Serai, Geylang Serai Market & Food Centre, Singapore 402001 #02-165",No,Yes,No,Yes,"Seafood, BBQ, Malay, Chicken",1.316678856,103.8981027,3.4,28.0
Geylang Briyani Stall @ Geylang Serai,"1 Geylang Serai, Geylang Serai Market & Food Centre, Singapore 402001 #02-146",No,Yes,No,Yes,"Chicken, Singaporean, Lamb, Indian",1.316678856,103.8981027,4.0,133.0
Alrahman Kitchen @ Geylang Serai,"1 Geylang Serai, Geylang Serai Market And Food Centre, Singapore 402001 #02-139",No,Yes,No,Yes,"BBQ, Seafood, Singaporean, Chicken, Asian, Indian, Lamb, Beef, Malay",1.316678856,103.8981027,4.5,2.0
Azman Seafood Restaurant @ New Upper Changi Road,"58 New Upper Changi Road, New Upper Changi Road Hawker Centre, Singapore 461058 #01-185",No,Yes,No,Yes,"BBQ, Seafood, Singaporean, Lamb, Malay, Chicken, Beef",1.324200873,103.9411253,4.2,5.0
Oleh Oleh Bandung @ East Coast Lagoon,"1220 East Coast Parkway, East Coast Lagoon Food Village, Singapore 468960 Stall 50",No,Yes,No,Yes,"Indonesian, Beef, BBQ, Chicken, Asian, Singaporean",1.306905736,103.9351379,4.1,14.0
Musa Ikan Bakar @ East Coast Lagoon,"1220 East Coast Parkway, East Coast Lagoon Food Village, Singapore 468960 Stall 51",No,Yes,No,Yes,"BBQ, Seafood, Asian, Chicken, Lamb, Vegetarian, Beef, Malay, Indonesian",1.306905736,103.9351379,4.4,27.0
Selamat Datang Warong Pak Sapari @ Adam Road Food Centre,"2 Adam Road, Adam Road Food Centre, Singapore 289876 #01-09",No,Yes,No,Yes,"Malay, Asian, Singaporean, Chicken, Mee Rebus",1.324159853,103.8141659,4.0,93.0
Siti Nur Liyana Nasi Lemak @ Adam Road Food Centre,"2 Adam Road, Adam Road Food Centre, Singapore 289876 #01-14",No,Yes,No,Yes,"Malay, Asian",1.324159853,103.8141659,4.1,29.0
Selera Rasa Nasi Lemak @ Adam Road Food Centre,"2 Adam Road, Singapore 289876 #01-02",No,Yes,No,Yes,"BBQ, Seafood, Singaporean, Chicken, Asian, Malay",1.324159853,103.8141659,4.0,446.0
Nasi Ayam Taman Serasi by Fitra (S1) @ Five Spice Jewel,"78 Airport Boulevard, Singapore 819666 #B2-238",Yes,No,No,Yes,"Asian, Chicken, Singaporean",1.360231067,103.9894572,No Rating,No Reviews
Nain Food Stall @ Sims Vista Food Centre,"49 Sims Place, Sims Vista Market And Food Centre, Singapore 380049 #01-07",No,Yes,No,Yes,"Singaporean, Chicken, Vegetarian, Seafood, Malay, BBQ, Beef, Lamb, Asian, Nasi Padang",1.317035024,103.8793099,4.0,5.0
Rahmah Muslim Food @ Sims Vista Food Centre,"49 Sims Place, Sims Vista Market And Food Centre, Singapore 380049 #01-12",No,Yes,No,Yes,"Chicken, Seafood, Singaporean, Malay, Indonesian, Beef, Lamb, Asian",1.317035024,103.8793099,2.7,11.0
Haji M. Abdul Rajak Stall Soup Kambing,"17 Upper Boon Keng Road,  Upper Boon Keng Market & Food Centre, Singapore 380017",No,Yes,No,Yes,"Lamb, Indian, Singaporean",1.315028415,103.8716204,4.3,483.0
Roti Canai and Nasi Briyani (S4) @ Malaysian Food Street (RWS),"8 Sentosa Gateway, Malaysian Food Street, Singapore 098269 #01-03-28",Yes,No,No,Yes,"Beverages, Singaporean, Malay, Indian, Chinese, Dessert, Fusion, Beef, Lamb, BBQ, Mediterranean, Vegetarian",1.2549891,103.8202849,No Rating,No Reviews
Kampung Nasi Lemak (S5) @ Malaysian Food Street (RWS),"8 Sentosa Gateway, Malaysian Food Street, Singapore 098269 #01-03-28",Yes,No,No,Yes,"Beverages, Singaporean, Malay, Indian, Chinese, Dessert, Fusion, Beef, Lamb, BBQ, Mediterranean, Vegetarian",1.2549891,103.8202849,No Rating,No Reviews
Oasis Cafe @ Sakra Road,"3 Sakra Road, Oasis @ Sakra, Singapore 627878 #01-03",Yes,No,No,Yes,"Chicken, Singaporean, Beef, Lamb, BBQ, Malay",1.267455725,103.7046012,3.9,999.0
Ma Mum @ KK Women's and Children's Hospital,"100 Bukit Timah Rd, Singapore 229899  #01-33",Yes,No,Yes,No,"Singaporean, Asian",1.310448531,103.8466501,2.8,51.0
Padang House @ Yishun MRT,"301 Yishun Avenue 2, (Stall Part A), Yishun Mrt Station, Singapore 769093  #01-01",Yes,No,No,Yes,"Chicken, Vegetarian, Seafood, Beef, Lamb, BBQ, Malay, Asian, Indonesian",1.4294431,103.8350051,2.8,12.0
Azman Seafood Restaurant,"58 New Upper Changi Road, New Upper Changi Road Hawker Centre, Singapore 461058 #01-185",No,Yes,No,Yes,"Seafood, Malay, Asian, Singaporean, Beef, Lamb, Chicken",1.324200873,103.9411253,4.2,5.0
Shami Banana Leaf Delights @ Sembawang Road,"349 Sembawang Road, Singapore 758356",Yes,No,No,Yes,"Indian, Beverages, Chicken, Lamb, Seafood, Vegetarian",1.425926434,103.8256789,4.1,1346.0
Satay Solo Bedok Corner  (Stall 9),"1 Bedok Road, Bedok Food Centre, Singapore 469572 Stall No. 9",No,Yes,No,Yes,"Chicken, Seafood, Malay, BBQ, Beef, Lamb, Duck",1.320347168,103.9554806,3.9,60.0
Sinaran Cahaya @ Bedok Corner,"Block 1, Bedok Road, Bedok Corner Food Centre, Singapore 469572 #01-04",No,Yes,No,Yes,"Malay, Chicken, Singaporean, Beef, Lamb, Indonesian, BBQ",1.320347168,103.9554806,4.2,12.0
Fitra Chicken Rice (S7) @ Orchis T1 Canteen,"80 Airport Boulevard Ub Changi Airport Terminal 1, Singapore 819642",Yes,No,No,Yes,"Asian, Chicken, Singaporean",1.3617089,103.9903489,No Rating,No Reviews
Haron Satay 55,"1220 East Coast Parkway, East Coast Lagoon Food Village, Stall 55, Singapore 468960 Stall 55",No,Yes,No,Yes,"Chicken, Beef, Lamb, BBQ, Malay, Singaporean",1.3072611,103.9347998,3.8,346.0
Jian Fa Seafood BBQ @ Our Tampines Hub,"1 Tampines Walk, Our Tampines Hub, Singapore 528523 #01-57",Yes,No,No,Yes,"Chicken, Singaporean, Seafood, Fusion, Beef, BBQ, Mediterranean, Malay, Italian, Thai, Chinese",1.352180469,103.940598,2.6,33.0
Sinaran Chicken Rice (S4) @ LW Eating House,"26 Teck Whye Lane, Singapore 680026  #01-170",Yes,No,No,Yes,"Chicken, Singaporean, Asian, Chinese, Malay",1.377621124,103.75574,4.2,692.0
Nasi SG Power @ Woodlands North Plaza,"Blk 883 Woodlands Street 82, Woodlands North Plaza, Singapore 730883 #01-22",No,Yes,No,Yes,"Malay, Seafood, Chicken, Beef, Lamb, BBQ, Vegetarian, Asian",1.4427534,103.7905481,4.0,203.0
Mei Wei Chicken Rice,"Blk 120 Bukit Merah Lane, Alexandra Village Food Centre, Singapore 150120",Yes,No,No,Yes,"Chicken, Asian, BBQ",1.286306,103.8044927,4.7,3.0
Oiishii Corner @ Kim Keat Palm Market & Food Centre,"22 Lorong 7 Toa Payoh, Kim Keat Palm Market & Food Centre, Singapore 310022 #01-61",No,Yes,No,Yes,"Chicken, Seafood, Japanese",1.335382613,103.8570037,4.5,102.0
Chicken Supremo Western Food @ 493 Jurong West Street 41,"493 Jurong West Street 41, Singapore 640493 #01-02/03",Yes,No,No,Yes,"Chicken, Western, Italian",1.34896996,103.7249384,4.6,292.0
Orang Orang (F&B) Pte Ltd @ Blk 134 Bukit Batok West,"Blk 134 Bukit Batok West Ave 6, Singapore 650134",No,Yes,Yes,No,"Western, Beverages, Vegetarian, Chicken, Singaporean, Seafood, Indonesian, Italian, Chinese, Thai, Indian, Malay, BBQ, Beef, Lamb, Asian",1.3515909,103.7445097,4.3,345.0
I.Mohamed Ismail Food Stall @ Boon Lay Place,"221b Boon Lay Place, Singapore 641221 #01-104",No,Yes,No,Yes,"Chicken, Lamb, Indian, Asian",1.345760757,103.7130837,4.5,98.0
NurFir Nasi Ayam @ 2 Yishun Industrial Street 1st,"2 Yishun Industrial Street 1st, Singapore 768159",No,Yes,No,Yes,"Malay, Chicken, Vegetarian",1.4361885,103.8430977,4.5,145.0
Yes Nasi Kukus @ Woodlands Drive 16,"Blk 573 Woodlands Drive 16, Singapore 730573  #01-01",Yes,No,No,Yes,"Malay, Chicken, Beef, Lamb, Vegetarian",1.4310981,103.7985077,4.3,380.0
Hajjah Faridah Nasi Padang @ 1-3 Third Lok Yang Rd,"1-3 Third Lok Yang Rd, Singapore 627998",No,Yes,No,Yes,"Malay, Seafood, Chicken, Beef, Lamb, Vegetarian",1.3253832,103.6893796,4.2,42.0
Omar's Halal Thai Beef Noodle @ 79 Circuit Road,"79 Circuit Road, Singapore 370079 #01-54",No,Yes,No,Yes,"Beef, Chinese, Malay",1.326597067,103.8850523,4.4,77.0
Habib's Express @ 330 anchorvale,"330 Anchorvale, Singapore 540323",No,Yes,No,Yes,"Indian, Opens 24 Hours",1.396849799,103.8892468,2.7,30.0
Kaki Makan @ Changi Airport Terminal 4,"Changi Airport Terminal 4 Level 2m, Departure Transit International Food Hall Level 2M",Yes,No,Yes,No,"Asian, Singaporean, Malay, Chinese, Indian, Chicken, Seafood, Beverages, Vegetarian, Beef, Opens 24 Hours",1.3385998,103.9837638,3.9,133.0
Thaksin Beef Noodle @ Blk 2 Seah Im Road,"Blk 2 Seah Im Road, Singapore 099114 #01-44",Yes,No,No,Yes,"Beef, Asian, Chinese",1.2665682,103.8192481,3.4,113.0
Fusion Western @ Blk 449 Clementi Ave 3,"Blk 449 Clementi Ave 3, Singapore 120449 #01-211",Yes,No,No,Yes,"Western, Chicken, Beef, Lamb, Mediterranean, Fusion, BBQ, Mexican, Italian",1.3136157,103.76481,2.8,66.0
SJ Sickaner Ammal Muslim Foods @ Yishun Park Hawker Centre,"51 Yishun Avenue 11, Singapore 768867 #01-10",No,Yes,No,Yes,"Indian, Chinese, Malay, Chicken, Seafood, Vegetarian, Beef, Lamb, Asian",1.424987863,103.8447475,3.4,13.0
Kalsom Kuih Muih @ Yishun Park Hawker Centre,"51 Yishun Avenue 11, Singapore 768867 #01-01",No,Yes,No,Yes,"Indian, Chinese, Malay, Chicken, Seafood, Vegetarian, Beef, Lamb, Asian",1.424987863,103.8447475,4.4,20.0
4 Hands Cooking @ Yishun Park Hawker Centre,"51 Yishun Avenue 11, Singapore 768867 #01-03",No,Yes,No,Yes,"Indian, Chinese, Malay, Chicken, Seafood, Vegetarian, Beef, Lamb, Asian",1.424987863,103.8447475,4.0,2.0
Fitra Chicken Rice (S6) @ Oasis Terraces (Gourmet Paradise),"681 Punggol Drive, Oasis Terraces, Singapore 820681 #04-01",Yes,No,No,Yes,"Asian, Chicken, Singaporean",1.402780157,103.9132151,No Rating,No Reviews
Hot Hot Ayam Penyet @ 508 Jurong West Street 52,"508 Jurong West Street 52, Singapore 640508 #01-170",No,No,No,Yes,"Chicken, Indonesian, BBQ",1.348727181,103.7187154,3.6,5.0
Hai Kee Seafood @ Newton Food Centre,"500 Clemenceau Avenue North, Newton Food Centre Singapore 229495 #01-78",Yes,No,No,Yes,"Seafood, Asian, Malay, BBQ, Vegetarian, Chinese, Beef, Lamb",1.3119156,103.8395698,3.9,7.0
Green Sky Fried Kway Teow @ 1 Bedok Road,"1 Bedok Road, Singapore 469572 #01-14",Yes,No,No,Yes,"Chinese, Seafood, Chicken, Vegetarian, Malay, Asian",1.321236658,103.9286766,3.4,68.0
Goh Chew Kee Seafood BBQ @ Newton Food Centre,"500 Clemenceau Avenue North, Newton Food Centre, Singapore 229495 #01-19",Yes,No,No,Yes,"BBQ, Seafood, Chinese, Western, Chicken, Vegetarian, Beef, Lamb, Fusion, Thai, Indonesian",1.311892405,103.8395628,4.8,21.0
Edmond Chicken Rice @ Telok Blangah Crescent,"11 Telok Blangah Crescent, Singapore 090011 #01-110",Yes,No,No,Yes,"Chicken, Asian, Vegetarian, Chicken Rice",1.277368132,103.8186515,4.6,59.0
Dapur F Faiz @ Hong Lim Food Centre,"531 Upper Cross Street, Hong Lim Complex, Singapore 051531 #02-51",Yes,No,No,Yes,"Malay, Chicken",1.284392382,103.8461015,4.8,10.0
Halims Fish Soup (S12) @ The Food Market Century Square,"2 Tampines Central 5, Century Square Singapore 529509 #03-19",Yes,No,Yes,No,"Vegetarian, Singaporean, Malay, Chicken, Fusion, Thai, Korean, Japanese, Chinese, Seafood",1.3523683,103.9438124,3.0,21.0
Fire Western N Grill (S9) @The Food Market Century Square,"2 Tampines Central 5, Century Square Singapore 529509 #03-19",Yes,No,Yes,No,"Vegetarian, Singaporean, Malay, Chicken, Fusion, Thai, Korean, Japanese, Chinese, Seafood",1.3523683,103.9438124,3.1,30.0
A-Po Hokkien Mee (MR1) @ The Food Market Century Square,"2 Tampines Central 5, Century Square Singapore 529509 #03-19",Yes,No,Yes,No,"Vegetarian, Singaporean, Malay, Chicken, Fusion, Thai, Korean, Japanese, Chinese, Seafood",1.3523683,103.9438124,3.7,73.0
Fitra Hainanese Chicken Rice (S1) @ Wisma Atria (Food Republic),"435 Orchard Road, Wisma Atria Singapore 238877 #04-02/38",Yes,No,No,Yes,"Asian, Chicken, Singaporean",1.3037048,103.8332058,No Rating,No Reviews
Fitra Chicken Rice (MR1) @ NEX (Food Junction),"23 Serangoon Central, Nex Shopping Centre Singapore 556083 #04-36/37",Yes,No,No,Yes,"Asian, Chicken, Singaporean",1.3507694,103.8722962,2.0,3.0
Fitra Chicken Rice (S18) @ Raffles City (Food Junction),"252 North Bridge Road, Raffles City Shopping Centre Singapore 179103 #03-15",Yes,No,No,Yes,"Asian, Chicken, Singaporean",1.2938936,103.85312,3.7,9.0
Fitra Chicken Rice (MR3) @ Food Junction Junction 8,"9 Bishan Place, Junction 8 Shopping Centre Singapore 579837",Yes,No,No,Yes,"Asian, Chicken, Singaporean",1.3504813,103.8487605,No Rating,No Reviews
Zilan Nasi Ayam,"Blk 684 Hougang Ave 8, Singapore 530684 #01-1348",No,Yes,No,Yes,"Chinese, Singaporean, Chicken, Malay, Asian",1.3739585,103.8868985,4.2,151.0
Padang Lezat (S13) @ VivoCity (Kopitiam),"1 Harbourfront Walk, Vivo City Singapore 098585 #B2-39",Yes,No,Yes,No,"Western, Singaporean, Seafood, Chinese, Japanese, Korean, Beverages, Chicken, Healthy, Italian, Thai, Indian, Mediterranean, Indonesian, Dessert, Malay, Fusion",1.2642932,103.8223047,3.3,8.0
Fitra Chicken Rice (S55) @ Kopitiam Sengkang,"10 Sengkang Square, Kopitiam Foodcourt Singapore 544829 #01-01",Yes,No,No,Yes,"Asian, Chicken, Singaporean",1.3915266,103.8936572,4.7,3.0
Fitra Chicken Rice (S3) @ Hillion Mall (Kopitiam),"17 Petir Road, Hillion Mall Singapore 678278 #02-15/20",Yes,No,No,Yes,"Asian, Chicken, Singaporean",1.3784311,103.7628428,No Rating,No Reviews
Kedai Makan Muhajirin @ Toa Payoh,"20 Toa Payoh Lorong 7, Singapore 310020",No,Yes,Yes,No,"Malay, Chicken, Seafood, Indonesian, Beef, Lamb",1.334967209,103.8572059,4.4,219.0
Sedap Thai @ Berseh Hawker Centre,"166 Jalan Besar, Berseh Hawker Centre Singapore 208877 #01-08",Yes,No,Yes,No,"Vegetarian, Seafood, Chicken, Asian, BBQ, Thai",1.3073442,103.8568888,4.6,432.0
Nurul Delights @ Bukit Batok West Avenue 4,"Blk 413 Bukit Batok West Ave 4, Singapore 650413 #01-208",No,Yes,Yes,No,"Malay, Chicken, Indonesian",1.3635658,103.746597,4.3,27.0
Ayza's Restaurant @ Jurong West,"Blk 508 Jurong West St 52, Singapore 640508 #01-170",No,Yes,Yes,No,"Chinese, Seafood, Beverages, Chicken, Italian, Western, Asian, Malay, Indian, Thai, Japanese, Korean, Fusion, Opens 24 Hours",1.3488232,103.7192388,4.1,2428.0
Maisal Nasi Padang @ Yio Chu Kang Rd,"1j Yio Chu Kang Road, Singapore 545515",No,Yes,Yes,No,"Seafood, Singaporean, Asian, Malay, Vegetarian, Beef, Lamb, Chicken",1.354193385,103.8774246,4.1,54.0
Khatib Foodshop,"201 Yishun Ave 2, Singapore 769092 #01-01",Yes,No,Yes,No,"Chicken, Malay, Asian, Chinese, Beverages",1.417589061,103.833061,3.4,145.0
Lukhon Thai - Thai BBQ & Steamboat,"110 Pasir Ris Central, Pasir Ris Central Hawker Central, Singapore 519641 #02-05",Yes,No,Yes,No,"Steamboat, BBQ, Seafood, Chicken, Beef, Lamb, Thai",1.373472521,103.9515713,4.0,105.0
Nasi Lemak and Chicken Rice Hipster by Adimann,"505 Beach Road, Golden Mile Food Centre, Singapore 199583 #B1-12",No,Yes,Yes,No,"Seafood, Malay, Chicken, BBQ",1.303141753,103.8638776,4.2,9.0
Mami Midah Briyani,"4a Eunos Crescent, Singapore 402004 #01-17",No,Yes,Yes,No,"Malay, Chicken, Lamb, Beef, Indian, Nasi Briyani",1.32033126,103.9042565,4.0,94.0
Makan by the Bay @ Satay by The Bay,"Gardens By The Bay, 18 Marina Gardens Drive (Satay By The Bay), 018952, (Marina Bay) #01-19",Yes,No,Yes,No,"Vegetarian, Healthy, Chicken, Seafood, BBQ, Asian, BBQ Sambal Stingray",1.2823431,103.8686369,3.5,30.0
An-Nur Shenton Way Special @ 19 Masiling Lane,19 Marsiling Lane Singapore 730019 #01-283,No,Yes,No,Yes,"Indian, Mee Combo, Opens 24 Hours",1.4432821,103.7772943,3.2,30.0
Ma Mum @ Our Tampines Hub,1 Tampines Walk Singapore 528523 #B1-K8/K9,Yes,No,Yes,No,"Singaporean, Asian",1.3531336,103.9404082,2.6,45.0
Ma Mum to-go @ Changi Airport Terminal 1 (Public),80 Airport Boulevard Singapore 819642 #01-K23,Yes,No,Yes,No,"Singaporean, Asian, Opens 24 Hours",1.3617089,103.9903489,3.3,78.0
Ma Mum @ Changi Airport Terminal 4 (Public),"Level 1 Public Area, 10 Airport Blvd., Changi Airport Singapore, Terminal 4, Singapore 819665 #01-04",Yes,No,Yes,No,"Singaporean, Asian, Opens 24 Hours",1.3381453,103.9836358,3.6,221.0
